profil	temps_virtuel	jalon	cycle	age	GR	dynasties	legitimite	ruines
afk_assume	7j 12h 42m	Age : Royaume conquérant	48	Royaume conquérant	10	355	1.02M	240.6M
afk_assume	7j 12h 43m	Age : Empire naissant	48	Empire naissant	10	355	1.02M	240.6M
afk_assume	7j 13h 0m	Age : Empire provincial	54	Empire provincial	10	360	1.61M	730.4M
afk_assume	7j 13h 29m	Age : Empire	65	Empire	10	369	3.64M	19.2B
afk_assume	7j 13h 31m	Age : Capitale impériale	65	Capitale impériale	10	369	3.64M	19.2B
afk_assume	7j 13h 43m	Age : Capitale monumentale	70	Capitale monumentale	10	373	7.20M	213.7B
afk_assume	7j 13h 45m	Age : Agglomération impériale	70	Agglomération impériale	10	373	7.20M	213.7B
afk_assume	7j 14h 14m	Age : Métropole	81	Métropole	10	382	27.5M	1.52T
afk_assume	7j 14h 15m	Age : Mégalopole	81	Mégalopole	10	382	27.5M	1.52T
afk_assume	7j 14h 28m	Age : Mégalopole stratifiée	86	Mégalopole stratifiée	10	386	53.7M	11.8T
afk_assume	7j 14h 30m	Age : Réseau continental	86	Réseau continental	10	386	53.7M	11.8T
afk_assume	7j 14h 43m	Age : Machination	91	Machination	10	390	122.1M	80.2T
afk_assume	7j 14h 44m	Age : Singularité	91	Singularité	10	390	122.1M	80.2T
afk_assume	7j 15h 13m	Age : Singularité · II	102	Singularité · II	10	399	438.1M	401.5T
afk_assume	7j 15h 14m	Age : Singularité · III	102	Singularité · III	10	399	438.1M	401.5T
afk_assume	7j 15h 15m	Age : Singularité · IV	102	Singularité · IV	10	399	438.1M	401.5T
afk_assume	7j 15h 28m	Age : Singularité · V	107	Singularité · V	10	403	804.4M	2.32Qa
afk_assume	7j 15h 29m	Age : Singularité · VI	107	Singularité · VI	10	403	804.4M	2.32Qa
afk_assume	7j 15h 42m	Age : Singularité · VII	112	Singularité · VII	10	407	1.59B	10.6Qa
afk_assume	7j 15h 42m	Age : Singularité · VIII	112	Singularité · VIII	10	407	1.59B	10.6Qa
afk_assume	7j 15h 56m	Age : Singularité · IX	117	Singularité · IX	10	411	2.71B	22.0Qa
afk_assume	7j 15h 57m	Age : Singularité · X	117	Singularité · X	10	411	2.71B	22.0Qa
afk_assume	7j 16h 10m	Age : Singularité · XI	122	Singularité · XI	10	415	4.79B	75.3Qa
afk_assume	7j 16h 11m	Age : Conscience planétaire	122	Conscience planétaire	10	415	4.79B	75.3Qa
afk_assume	7j 16h 24m	Age : Conscience planétaire · II	127	Conscience planétaire · II	10	419	8.67B	262.1Qa
afk_assume	7j 16h 25m	Age : Conscience planétaire · III	127	Conscience planétaire · III	10	419	8.67B	262.1Qa
afk_assume	7j 16h 48m	Age : Conscience planétaire · IV	136	Conscience planétaire · IV	10	426	23.6B	9.64Qi
afk_assume	7j 16h 48m	Age : Conscience planétaire · V	136	Conscience planétaire · V	10	426	23.6B	9.64Qi
afk_assume	7j 16h 49m	Age : Conscience planétaire · VI	136	Conscience planétaire · VI	10	426	23.6B	9.64Qi
afk_assume	7j 17h 3m	Age : Conscience planétaire · VII	141	Conscience planétaire · VII	10	430	46.2B	8.94Qi
afk_assume	7j 17h 13m	Age : Conscience planétaire · VIII	145	Conscience planétaire · VIII	10	433	76.7B	138.1Qi
afk_assume	7j 17h 13m	Age : Conscience planétaire · IX	145	Conscience planétaire · IX	10	433	76.7B	138.1Qi
afk_assume	7j 17h 15m	Age : Conscience planétaire · X	145	Conscience planétaire · X	10	433	76.7B	138.1Qi
afk_assume	7j 17h 29m	Age : Conscience planétaire · XI	150	Conscience planétaire · XI	10	437	172.2B	160.4Qi
afk_assume	7j 17h 52m	Age : Noosphère	159	Noosphère	10	444	451.9B	3.64Sx
afk_assume	7j 17h 53m	Age : Noosphère · II	159	Noosphère · II	10	444	451.9B	3.64Sx
afk_assume	7j 17h 54m	Age : Noosphère · III	159	Noosphère · III	10	444	451.9B	3.64Sx
afk_assume	7j 18h 19m	Age : Noosphère · IV	168	Noosphère · IV	10	451	1.29T	20.4Sx
afk_assume	7j 18h 29m	Age : Noosphère · V	172	Noosphère · V	10	454	2.02T	80.6Sx
afk_assume	7j 18h 39m	Age : Noosphère · VI	176	Noosphère · VI	10	457	3.35T	261.0Sx
afk_assume	7j 18h 40m	Age : Noosphère · VII	176	Noosphère · VII	10	457	3.35T	261.0Sx
afk_assume	7j 18h 51m	Age : Noosphère · VIII	180	Noosphère · VIII	10	460	5.58T	738.6Sx
afk_assume	7j 19h 2m	Age : Noosphère · IX	184	Noosphère · IX	10	463	9.15T	1.89Sp
afk_assume	7j 19h 12m	Age : Noosphère · X	188	Noosphère · X	10	466	14.6T	4.50Sp
afk_assume	7j 19h 23m	Age : Noosphère · XI	192	Noosphère · XI	10	469	22.8T	9.97Sp
afk_assume	7j 19h 45m	Age : Essaim orbital	200	Essaim orbital	10	475	51.3T	41.5Sp
afk_assume	7j 19h 55m	Age : Essaim orbital · II	204	Essaim orbital · II	10	478	74.3T	78.7Sp
afk_assume	7j 20h 2m	Age : Essaim orbital · III	207	Essaim orbital · III	10	480	102.7T	1.13Oc
afk_assume	7j 20h 3m	Age : Essaim orbital · IV	207	Essaim orbital · IV	10	480	102.7T	1.13Oc
afk_assume	7j 20h 16m	Age : Essaim orbital · V	211	Essaim orbital · V	10	483	223.9T	2.19Oc
afk_assume	7j 20h 27m	Age : Essaim orbital · VI	215	Essaim orbital · VI	10	486	399.7T	4.62Oc
afk_assume	7j 20h 50m	Age : Essaim orbital · VII	223	Essaim orbital · VII	10	492	1.02Qa	19.7Oc
afk_assume	7j 21h 2m	Age : Essaim orbital · VIII	227	Essaim orbital · VIII	10	495	1.53Qa	38.6Oc
afk_assume	7j 21h 25m	Age : Essaim orbital · IX	235	Essaim orbital · IX	10	501	3.16Qa	130.7Oc
afk_assume	7j 21h 32m	Age : Essaim orbital · X	238	Essaim orbital · X	10	503	4.28Qa	1.79No
afk_assume	7j 21h 33m	Age : Essaim orbital · XI	238	Essaim orbital · XI	10	503	4.28Qa	1.79No
afk_assume	7j 22h 4m	Age : Sphère de Dyson	249	Sphère de Dyson	10	511	15.4Qa	21.4No
afk_assume	7j 22h 5m	Age : Sphère de Dyson · II	249	Sphère de Dyson · II	10	511	15.4Qa	21.4No
optimiseur_timing	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
optimiseur_timing	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
optimiseur_timing	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
optimiseur_timing	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
optimiseur_timing	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
optimiseur_timing	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
optimiseur_timing	15h 45m	Dynastie 1 fondee	28	Campement	0	1	3.0	0.0
optimiseur_timing	1j 9h 33m	Age : Hameau protégé	465	Hameau protégé	0	8	77	1.28K
optimiseur_timing	1j 11h 57m	Dynastie 10 fondee	519	Campement	0	10	165	0.0
optimiseur_timing	1j 14h 28m	Age : Village	572	Village	0	11	213	4.84K
optimiseur_timing	1j 16h 1m	Grand Reset 1	0	Campement	1	13	24	0.0
optimiseur_timing	2j 0h 30m	Acte I (Fondation) complete	6	Clans	1	13	24	10.7K
optimiseur_timing	2j 1h 25m	Acte II (Domination) complete	9	Campement	1	13	24	10.8K
optimiseur_timing	2j 8h 31m	Age : Les Entrepôts	141	Les Entrepôts	1	26	114	7.29K
optimiseur_timing	2j 10h 44m	Age : Bourg agricole	186	Bourg agricole	1	29	195	25.8K
optimiseur_timing	2j 16h 36m	Age : Bourg des artisans	303	Bourg des artisans	1	34	105	135.9K
optimiseur_timing	2j 19h 47m	Age : Bourg marchand	357	Bourg marchand	1	38	404	367.5K
optimiseur_timing	3j 7h 11m	Age : Cité marchande	192	Cité marchande	2	67	609	709.0K
optimiseur_timing	3j 8h 35m	Grand Reset 3	0	Campement	3	71	32	0.0
optimiseur_timing	3j 14h 33m	Age : Cité commerciale	85	Cité commerciale	3	102	1.33K	3.68M
optimiseur_timing	3j 20h 14m	Age : Cité portuaire	54	Cité portuaire	4	138	2.35K	4.85M
optimiseur_timing	3j 21h 15m	Age : Cité fortifiée	63	Cité fortifiée	4	142	4.34K	13.3M
optimiseur_timing	3j 21h 15m	Grand Reset 5	0	Campement	5	143	448	0.0
optimiseur_timing	4j 3h 46m	Age : Cité administrative	44	Cité administrative	5	181	8.90K	26.3M
optimiseur_timing	4j 11h 19m	Age : Principauté	39	Principauté	6	218	13.7K	10.6M
optimiseur_timing	4j 21h 52m	Age : Principauté marchande	42	Principauté marchande	7	263	36.6K	41.3M
optimiseur_timing	5j 22h 49m	Grand Reset 10	0	Campement	10	274	5.59K	0.0
optimiseur_timing	6j 5h 47m	Age : Royaume	1	Royaume	10	275	35.9K	0.0
optimiseur_timing	6j 9h 9m	Age : Royaume diplomate	1	Royaume diplomate	10	275	35.9K	0.0
optimiseur_timing	6j 18h 30m	Age : Royaume savant	1	Royaume savant	10	275	35.9K	0.0
optimiseur_timing	7j 5h 45m	Arbre de Ruines complet	49	Royaume diplomate	10	322	1.05M	0.0
optimiseur_timing	7j 7h 4m	Age : Empire naissant	57	Empire naissant	10	329	1.42M	9.84B
optimiseur_timing	7j 7h 5m	Age : Empire provincial	57	Empire provincial	10	329	1.42M	9.84B
optimiseur_timing	7j 7h 5m	Age : Empire	57	Empire	10	329	1.42M	9.84B
optimiseur_timing	7j 8h 52m	Age : Capitale impériale	68	Capitale impériale	10	339	4.29M	269.2B
optimiseur_timing	7j 8h 53m	Age : Capitale monumentale	68	Capitale monumentale	10	339	4.29M	269.2B
optimiseur_timing	7j 8h 54m	Age : Agglomération impériale	68	Agglomération impériale	10	339	4.29M	269.2B
optimiseur_timing	7j 9h 15m	Age : Royaume conquérant	71	Royaume conquérant	10	342	14.3M	0.0
optimiseur_timing	7j 9h 49m	Age : Métropole	74	Métropole	10	344	14.9M	704.2B
optimiseur_timing	7j 10h 45m	Age : Mégalopole	80	Mégalopole	10	349	34.7M	1.58T
optimiseur_timing	7j 11h 29m	Age : Mégalopole stratifiée	85	Mégalopole stratifiée	10	353	63.6M	25.2T
optimiseur_timing	7j 11h 30m	Age : Réseau continental	85	Réseau continental	10	353	63.6M	25.2T
optimiseur_timing	7j 12h 26m	Age : Machination	91	Machination	10	358	161.4M	35.4T
optimiseur_timing	7j 13h 10m	Age : Singularité	96	Singularité	10	362	276.2M	400.6T
optimiseur_timing	7j 13h 11m	Age : Singularité · II	96	Singularité · II	10	362	276.2M	400.6T
optimiseur_timing	7j 14h 6m	Age : Singularité · III	102	Singularité · III	10	367	612.1M	419.8T
optimiseur_timing	7j 14h 50m	Age : Singularité · V	107	Singularité · V	10	371	1.02B	5.04Qa
optimiseur_timing	7j 14h 51m	Age : Singularité · VI	107	Singularité · VI	10	371	1.02B	5.04Qa
optimiseur_timing	7j 15h 35m	Age : Singularité · VII	112	Singularité · VII	10	375	2.03B	31.1Qa
optimiseur_timing	7j 15h 36m	Age : Singularité · VIII	112	Singularité · VIII	10	375	2.03B	31.1Qa
optimiseur_timing	7j 15h 36m	Age : Singularité · IX	112	Singularité · IX	10	375	2.03B	31.1Qa
optimiseur_timing	7j 16h 20m	Age : Singularité · X	117	Singularité · X	10	379	4.39B	171.6Qa
optimiseur_timing	7j 16h 21m	Age : Singularité · XI	117	Singularité · XI	10	379	4.39B	171.6Qa
optimiseur_timing	7j 16h 21m	Age : Conscience planétaire	117	Conscience planétaire	10	379	4.39B	171.6Qa
optimiseur_timing	7j 17h 5m	Age : Conscience planétaire · II	122	Conscience planétaire · II	10	383	9.76B	890.9Qa
optimiseur_timing	7j 17h 6m	Age : Conscience planétaire · III	122	Conscience planétaire · III	10	383	9.76B	890.9Qa
optimiseur_timing	7j 17h 28m	Age : Singularité · IV	125	Singularité · IV	10	386	20.7B	0.0
optimiseur_timing	7j 18h 46m	Age : Conscience planétaire · IV	133	Conscience planétaire · IV	10	392	31.1B	3.00Qi
optimiseur_timing	7j 18h 47m	Age : Conscience planétaire · V	133	Conscience planétaire · V	10	392	31.1B	3.00Qi
optimiseur_timing	7j 19h 31m	Age : Conscience planétaire · VI	138	Conscience planétaire · VI	10	396	52.8B	14.5Qi
optimiseur_timing	7j 19h 32m	Age : Conscience planétaire · VII	138	Conscience planétaire · VII	10	396	52.8B	14.5Qi
optimiseur_timing	7j 20h 16m	Age : Conscience planétaire · VIII	143	Conscience planétaire · VIII	10	400	95.3B	56.2Qi
optimiseur_timing	7j 21h 1m	Age : Conscience planétaire · IX	148	Conscience planétaire · IX	10	404	165.1B	151.3Qi
optimiseur_timing	7j 21h 2m	Age : Conscience planétaire · X	148	Conscience planétaire · X	10	404	165.1B	151.3Qi
optimiseur_timing	7j 21h 47m	Age : Conscience planétaire · XI	153	Conscience planétaire · XI	10	408	281.8B	423.4Qi
optimiseur_timing	7j 22h 20m	Age : Noosphère	157	Noosphère	10	411	471.4B	9.62Sx
optimiseur_timing	7j 22h 20m	Age : Noosphère · II	157	Noosphère · II	10	411	471.4B	9.62Sx
optimiseur_timing	7j 22h 22m	Age : Noosphère · III	157	Noosphère · III	10	411	471.4B	9.62Sx
optimiseur_timing	7j 22h 22m	Age : Noosphère · IV	157	Noosphère · IV	10	411	471.4B	9.62Sx
optimiseur_timing	7j 23h 8m	Age : Noosphère · V	162	Noosphère · V	10	415	1.29T	20.7Sx
optimiseur_timing	7j 23h 54m	Age : Noosphère · VI	167	Noosphère · VI	10	419	2.56T	50.9Sx
architecte_mythes	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
architecte_mythes	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
architecte_mythes	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
architecte_mythes	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
architecte_mythes	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
architecte_mythes	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
architecte_mythes	15h 52m	Dynastie 1 fondee	17	Campement	0	1	2.0	0.0
architecte_mythes	1j 3h 28m	Age : Hameau protégé	109	Hameau protégé	0	6	5.9	892
architecte_mythes	1j 7h 57m	Age : Village	156	Village	0	9	11	1.88K
architecte_mythes	1j 7h 57m	Dynastie 10 fondee	157	Campement	0	10	29	0.0
architecte_mythes	1j 11h 1m	Age : Les Entrepôts	192	Les Entrepôts	0	12	70	6.50K
architecte_mythes	1j 12h 26m	Age : Bourg agricole	207	Bourg agricole	0	14	120	7.74K
architecte_mythes	1j 13h 39m	Age : Bourg des artisans	220	Bourg des artisans	0	16	181	19.8K
architecte_mythes	1j 15h 10m	Grand Reset 1	0	Campement	1	19	9.2	0.0
architecte_mythes	2j 1h 2m	Acte I (Fondation) complete	7	Abris	1	19	8.8	7.73K
architecte_mythes	2j 1h 59m	Acte II (Domination) complete	10	Campement	1	19	8.8	7.78K
architecte_mythes	2j 8h 58m	Age : Bourg marchand	89	Bourg marchand	1	37	227	26.1K
architecte_mythes	2j 12h 2m	Age : Cité marchande	119	Cité marchande	1	45	441	384.8K
architecte_mythes	2j 12h 24m	Age : Cité commerciale	122	Cité commerciale	1	46	567	928.3K
architecte_mythes	2j 19h 0m	Grand Reset 3	0	Campement	3	77	87	0.0
architecte_mythes	3j 0h 17m	Age : Cité portuaire	54	Cité portuaire	3	107	1.62K	1.86M
architecte_mythes	3j 5h 50m	Age : Cité fortifiée	49	Cité fortifiée	4	142	3.09K	4.30M
architecte_mythes	3j 6h 23m	Age : Cité administrative	52	Cité administrative	4	144	4.27K	7.93M
architecte_mythes	3j 6h 24m	Grand Reset 5	0	Campement	5	145	778	0.0
architecte_mythes	3j 21h 5m	Age : Principauté	36	Principauté	6	212	9.32K	7.17M
architecte_mythes	5j 3h 57m	Age : Principauté marchande	1	Principauté marchande	9	252	6.95K	0.0
architecte_mythes	5j 9h 7m	Age : Royaume	3	Royaume	9	254	69.7K	0.0
architecte_mythes	5j 10h 23m	Grand Reset 10	0	Campement	10	256	13.6K	0.0
architecte_mythes	6j 5h 52m	Age : Royaume diplomate	1	Royaume diplomate	10	257	93.0K	0.0
architecte_mythes	6j 11h 7m	Age : Royaume savant	1	Royaume savant	10	257	93.0K	0.0
architecte_mythes	7j 5h 0m	Arbre de Ruines complet	49	Royaume	10	304	1.17M	0.0
architecte_mythes	7j 6h 26m	Age : Royaume conquérant	57	Royaume conquérant	10	311	1.64M	4.28B
architecte_mythes	7j 6h 27m	Age : Empire naissant	57	Empire naissant	10	311	1.64M	4.28B
architecte_mythes	7j 6h 27m	Age : Empire provincial	57	Empire provincial	10	311	1.64M	4.28B
architecte_mythes	7j 7h 3m	Age : Empire	59	Empire	10	313	3.29M	0.0
architecte_mythes	7j 8h 28m	Age : Capitale impériale	67	Capitale impériale	10	320	6.39M	99.7B
architecte_mythes	7j 8h 29m	Age : Capitale monumentale	67	Capitale monumentale	10	320	6.39M	99.7B
architecte_mythes	7j 10h 23m	Age : Agglomération impériale	75	Agglomération impériale	10	327	24.8M	2.75T
architecte_mythes	7j 10h 23m	Age : Métropole	75	Métropole	10	327	24.8M	2.75T
architecte_mythes	7j 10h 24m	Age : Mégalopole	75	Mégalopole	10	327	24.8M	2.75T
architecte_mythes	7j 12h 55m	Age : Mégalopole stratifiée	84	Mégalopole stratifiée	10	335	86.1M	35.0T
architecte_mythes	7j 12h 56m	Age : Réseau continental	84	Réseau continental	10	335	86.1M	35.0T
architecte_mythes	7j 15h 41m	Age : Machination	93	Machination	10	343	282.7M	252.5T
architecte_mythes	7j 15h 41m	Age : Singularité	93	Singularité	10	343	282.7M	252.5T
architecte_mythes	7j 15h 42m	Age : Singularité · II	93	Singularité · II	10	343	282.7M	252.5T
architecte_mythes	7j 18h 38m	Age : Singularité · III	101	Singularité · III	10	350	737.3M	5.82Qa
architecte_mythes	7j 18h 39m	Age : Singularité · V	101	Singularité · V	10	350	737.3M	5.82Qa
architecte_mythes	7j 18h 39m	Age : Singularité · VI	101	Singularité · VI	10	350	737.3M	5.82Qa
architecte_mythes	7j 18h 40m	Age : Singularité · VII	101	Singularité · VII	10	350	737.3M	5.82Qa
architecte_mythes	7j 22h 39m	Age : Singularité · IX	110	Singularité · IX	10	358	2.37B	95.0Qa
architecte_mythes	7j 22h 40m	Age : Singularité · X	110	Singularité · X	10	358	2.37B	95.0Qa
architecte_mythes	7j 22h 40m	Age : Singularité · XI	110	Singularité · XI	10	358	2.37B	95.0Qa
architecte_mythes	7j 22h 41m	Age : Singularité · VIII	111	Singularité · VIII	10	359	4.47B	0.0
architecte_mythes	7j 23h 18m	Age : Singularité · IV	112	Singularité · IV	10	360	5.94B	0.0
architecte_mythes	8j 2h 54m	Age : Conscience planétaire	118	Conscience planétaire	10	365	7.73B	327.9Qa
architecte_mythes	8j 2h 54m	Age : Conscience planétaire · II	118	Conscience planétaire · II	10	365	7.73B	327.9Qa
architecte_mythes	8j 2h 55m	Age : Conscience planétaire · III	118	Conscience planétaire · III	10	365	7.73B	327.9Qa
architecte_mythes	8j 7h 34m	Age : Conscience planétaire · IV	126	Conscience planétaire · IV	10	372	19.3B	1.09Qi
architecte_mythes	8j 11h 21m	Age : Conscience planétaire · V	132	Conscience planétaire · V	10	377	39.1B	43.3Qi
architecte_mythes	8j 11h 22m	Age : Conscience planétaire · VI	132	Conscience planétaire · VI	10	377	39.1B	43.3Qi
architecte_mythes	8j 11h 23m	Age : Conscience planétaire · VII	132	Conscience planétaire · VII	10	377	39.1B	43.3Qi
architecte_mythes	8j 11h 23m	Age : Conscience planétaire · VIII	132	Conscience planétaire · VIII	10	377	39.1B	43.3Qi
architecte_mythes	8j 15h 36m	Age : Conscience planétaire · IX	138	Conscience planétaire · IX	10	382	102.9B	285.6Qi
architecte_mythes	8j 15h 37m	Age : Conscience planétaire · X	138	Conscience planétaire · X	10	382	102.9B	285.6Qi
architecte_mythes	8j 15h 38m	Age : Conscience planétaire · XI	138	Conscience planétaire · XI	10	382	102.9B	285.6Qi
architecte_mythes	8j 20h 56m	Age : Noosphère	145	Noosphère	10	388	309.2B	482.9Qi
casse_cou	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
casse_cou	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
casse_cou	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
casse_cou	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
casse_cou	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
casse_cou	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
casse_cou	5h 48m	Dynastie 1 fondee	2	Campement	0	1	1.0	0.0
casse_cou	1j 15h 37m	Age : Hameau protégé	703	Hameau protégé	0	9	132	1.24K
casse_cou	1j 15h 50m	Dynastie 10 fondee	709	Campement	0	10	196	0.0
casse_cou	1j 18h 36m	Grand Reset 1	0	Campement	1	12	29	0.0
casse_cou	2j 4h 7m	Age : Village	5	Village	1	12	29	19.2K
casse_cou	2j 4h 38m	Acte I (Fondation) complete	6	Clans	1	12	29	19.3K
casse_cou	2j 5h 30m	Acte II (Domination) complete	9	Campement	1	12	29	19.4K
casse_cou	2j 15h 15m	Age : Les Entrepôts	222	Les Entrepôts	1	28	207	23.8K
casse_cou	2j 21h 44m	Age : Bourg agricole	381	Bourg agricole	1	33	135	115.7K
casse_cou	3j 1h 53m	Age : Bourg des artisans	481	Bourg des artisans	1	36	368	334.2K
casse_cou	3j 12h 21m	Age : Bourg marchand	182	Bourg marchand	2	65	494	730.9K
casse_cou	3j 13h 57m	Age : Cité marchande	221	Cité marchande	2	69	1.00K	2.79M
casse_cou	3j 14h 29m	Grand Reset 3	0	Campement	3	71	200	0.0
casse_cou	3j 20h 45m	Age : Cité commerciale	100	Cité commerciale	3	103	1.90K	4.87M
casse_cou	4j 1h 12m	Age : Cité portuaire	74	Cité portuaire	4	141	3.50K	8.87M
casse_cou	4j 1h 25m	Grand Reset 5	0	Campement	5	144	425	0.0
casse_cou	4j 6h 16m	Age : Cité fortifiée	46	Cité fortifiée	5	180	7.43K	6.54M
casse_cou	4j 6h 27m	Age : Cité administrative	50	Cité administrative	5	182	8.83K	23.7M
casse_cou	4j 11h 37m	Age : Principauté	53	Principauté	6	224	16.8K	54.4M
casse_cou	4j 18h 42m	Age : Principauté marchande	48	Principauté marchande	7	266	37.6K	56.3M
casse_cou	6j 14h 56m	Age : Royaume	1	Royaume	9	272	52.3K	0.0
casse_cou	6j 20h 8m	Age : Royaume diplomate	1	Royaume diplomate	9	272	52.3K	0.0
casse_cou	7j 5h 32m	Grand Reset 10	0	Campement	10	274	51.3K	0.0
casse_cou	8j 3h 13m	Age : Royaume savant	1	Royaume savant	10	275	181.1K	0.0
casse_cou	8j 12h 27m	Age : Royaume conquérant	1	Royaume conquérant	10	275	181.1K	0.0
casse_cou	8j 21h 27m	Arbre de Ruines complet	43	Principauté marchande	10	316	1.16M	0.0
casse_cou	8j 21h 54m	Age : Empire naissant	53	Empire naissant	10	324	1.74M	590.3M
casse_cou	8j 22h 5m	Age : Empire provincial	58	Empire provincial	10	328	2.37M	6.65B
casse_cou	8j 22h 6m	Age : Empire	58	Empire	10	328	2.37M	6.65B
casse_cou	8j 22h 31m	Age : Capitale impériale	69	Capitale impériale	10	337	5.82M	51.4B
casse_cou	8j 22h 32m	Age : Capitale monumentale	69	Capitale monumentale	10	337	5.82M	51.4B
casse_cou	8j 22h 45m	Age : Agglomération impériale	74	Agglomération impériale	10	341	11.4M	531.2B
casse_cou	8j 22h 46m	Age : Métropole	74	Métropole	10	341	11.4M	531.2B
casse_cou	8j 23h 16m	Age : Mégalopole	85	Mégalopole	10	350	41.9M	3.33T
casse_cou	8j 23h 17m	Age : Mégalopole stratifiée	85	Mégalopole stratifiée	10	350	41.9M	3.33T
casse_cou	8j 23h 30m	Age : Réseau continental	90	Réseau continental	10	354	79.9M	24.7T
casse_cou	8j 23h 31m	Age : Machination	90	Machination	10	354	79.9M	24.7T
casse_cou	8j 23h 45m	Age : Singularité	95	Singularité	10	358	176.4M	160.3T
casse_cou	8j 23h 46m	Age : Singularité · II	95	Singularité · II	10	358	176.4M	160.3T
casse_cou	8j 23h 58m	Age : Singularité · III	100	Singularité · III	10	362	399.5M	858.8T
casse_cou	8j 23h 59m	Age : Singularité · IV	100	Singularité · IV	10	362	399.5M	858.8T
casse_cou	9j 0h 13m	Age : Singularité · V	105	Singularité · V	10	366	748.5M	2.11Qa
casse_cou	9j 0h 13m	Age : Singularité · VI	105	Singularité · VI	10	366	748.5M	2.11Qa
casse_cou	9j 0h 26m	Age : Singularité · VII	110	Singularité · VII	10	370	1.45B	8.46Qa
casse_cou	9j 0h 27m	Age : Singularité · VIII	110	Singularité · VIII	10	370	1.45B	8.46Qa
